,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.08031483,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
1,Crimea Blue - 15 Seeds Feminized,0.48188900,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
2,50 Mixed Cannabis Seeds - Only $49,0.19677134,,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
3,10 Burmese Kush Cannabis seeds (Not feminized),0.23291301,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
4,✌ Nirvana Seeds White Widow ♀♂ Mixed (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.08031483,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
5,NORTHERN LIGHT FEMINIZED x 2 seeds ***PROMO PRICE-LIMITED TIME***,0.03786844,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
6,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 1 seed,0.04011725,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
7,5x Hollands Hope Fem,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
8,10 regular seeds Hindu's Shiva: Hindu Kush crossed with Shiva Skunk,0.10039354,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
9,10 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.08031483,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
10,SPECIAL KUSH 1 (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.05818809,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
11,Qty#100 - Green House Seeds Auto Northern Lights,2.22873664,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
12,High CBD Seeds (5 pk),0.40157417,,USA,HerbalHealer,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
13,10x Royal Dane,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
14,10 Mixed Cannabis Seeds - Only $14.95,0.06003533,,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
15,CBD Nordle - 15 Seeds Feminized,0.68998474,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
16,Sunshine Day Dream Clone/Cutting,0.10039354,,UK,Heath_Robinson,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
17,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.11505099,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
18,Vanilla Kush - 15 Seeds Feminized,0.79511685,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
19,50 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.32125933,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
20,10x Henkes vs Dane,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
21,Amnesia Lemon - 15 Seeds Feminized,0.70275479,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
22,NORTHERN LIGHT FEMINIZED x 3 seeds,0.07629909,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
23,Kuchi - 15 Seeds Feminized,0.58408963,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
24,Qty#010 - Green House Seeds Auto Northern Lights,0.27106256,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
25,10 Jamaican OG Cannabis seeds (Not feminized),0.23291301,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
26,Critical Kush - 15 Seeds Feminized,0.76299092,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
27,SPECIAL QUEEN 1 (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.05818809,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
28,50 seeds ten varieties,0.40157417,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
29,Violator Kush - 15 Seeds Feminized,0.79511685,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
30,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 5 seeds,0.15255802,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
31,AK 47 feminized x 3 seeds,0.05842904,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
32,100 seeds ten varieties,0.76299092,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
33,Exodus Kush - 18 Seeds Feminized,0.96377800,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
34,11 Warlock Cannabis seeds (Not feminized),0.20078708,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
35,ROADRUNNER AUTOFLOWERING 2 (DINAFEM) FEMINIZED x 3 seeds,0.08790458,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
36,11 Biddy Early Cannabis seeds (Not feminized),0.13251947,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
37,10 Taste Bud Cannabis seeds (Not feminized),0.17267689,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
38,WHITE WIDOW FEMINIZED x 2 seeds ***PROMO PRICE - LIMITED TIME OFFER***,0.03810938,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
39,CBD Yummy - 15 Seeds Feminized,0.68998474,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
40,WHITE WIDOW FEMINIZED x 1000 seeds,11.32439161,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
41,Buddha Tahoe - 15 Seeds Feminized,0.66488635,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
42,WHITE WIDOW (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.14035017,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
43,✌ Nirvana Aurora Indica♀♂ Mixed  (10 seeds)   US DOMESTIC *NO CUSTOMS WORRY*,0.08031483,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
44,WHITE WIDOW FEMINIZED x 5 seeds,0.10525259,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
45,Training Day (New Strain) - 15 Seeds Feminized,0.70275479,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
46,10 PG-13 Cannabis seeds (Not feminized),0.16062966,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
47,Shark Shock CBD - 15 Seeds Feminized,0.71881776,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
48,SnowLAnd - 15 Seeds Feminized,0.94771504,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
49,Straw Sour Diesel - 15 Seeds Feminized,0.57826680,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
50,The Ultimate - 15 Seeds Feminized,0.84330575,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
51,CBD Shark - 15 Seeds Feminized,0.68998474,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
52,AFGHAN KUSH RYDER (WORLD OF SEEDS) FEMINIZED x 3 seeds,0.15982651,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
53,Purple Haze - 15 Seeds Feminized,0.91442454,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
54,"5 Auto Flowering Cannabis Seeds FASTEST Growing, Ready In Just 3 Months!",0.12047225,,EU,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
55,Shoreline - 15 Seeds Feminized,0.57826680,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
56,BLUEBERRY AUTOMATIC (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.09473134,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
57,5 Autoflowering Cannabis Seeds Fast Growing Ready In 3 Months!,0.12047225,,EU,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
58,10 regular seeds: Liberty Kush: Liberty Haze crossed with Hindu Kush,0.10039354,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
59,8 Ball Kush - 15 Seeds Feminized,0.60236125,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-26
