,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,10 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.07983819,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
1,+ BLUE DREAM SEEDS +,0.07983819,,USA,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
2,10 regular seeds Northern Kush: Northern Lights crossed with Hindu Kush,0.07983819,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
3,5 regular seeds - Skunk Kush - pain relief,0.06653182,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
4,Brainstorm - 15 Seeds Feminized,0.31935277,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
5,12 x Lemon Skunk indoor seeds (F2),0.05854800,,Germany,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
6,Skywalker - 15 Seeds Feminized,0.59878645,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
7,5 regular seeds - Widow Lights - White Widow X Northern Lights,0.05322546,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
8,15 Random WEED Seeds,0.02661273,,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
9,10 x Crazy Bud Seeds Autoflowering Feminized (Kera seeds),0.12694272,,Netherlands,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
10,10 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.09314456,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
11,Straw Sour Diesel - 15 Seeds Feminized,0.38322333,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
12,10 regular seeds: Liberty Kush: Liberty Haze crossed with Hindu Kush,0.07983819,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
13,Big Buddha Cheese - 15 Seeds Feminized,0.44062699,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
14,Auto Seeds Auto Pounder 5 Seed Pack,0.18362784,,USA,fastseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
15,50x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.18602299,,Austria,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
16,50 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.31935277,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
17,10 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.07983819,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
18,Santa Sativa - 15 Seeds Feminized,0.27943368,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
19,10x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.05319885,,Austria,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
20,Buddha Haze - 15 Seeds Feminized,0.44062699,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
21,40x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.15941026,,Austria,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
22,10 regular seeds Hindu Kush - land race from the Hindu Kush mountains,0.07983819,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
23,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.05322546,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
24,100 Mixed Cannabis Seeds - Only $49,0.13040238,,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
25,10 regular seeds - Skunk Kush - pain relief,0.07983819,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
26,10 regular seeds Hindu's Shiva: Hindu Kush crossed with Shiva Skunk,0.07983819,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-04
