,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,Critical Kush - 15 Seeds Feminized,0.80212774,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
1,10 Cold Creek Kush Cannabis seeds (Not feminized),0.28285557,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
2,10 Jamaican OG Cannabis seeds (Not feminized),0.24486004,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
3,SUPER SILVER HAZE (BULK SEEDS) FEMINIZED x 50 seeds,1.05543124,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
4,Buy 2 get 1 FREE Cannabis Clones Guaranteed! [soulpusher]  ESCROW,0.27863384,,USA,soulpusher,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
5,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 5 seeds,0.16038333,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
6,"5 Auto Flowering Cannabis Seeds FASTEST Growing, Ready In Just 3 Months!",0.08865622,,EU,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
7,Hindu Kush + Lowryder 5x Auto Flowering Feminized Seeds Fast Turbo Weed Harvest After 3 Months,0.08443449,,EU,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
8,10 regular seeds Northern Kush: Northern Lights crossed with Hindu Kush,0.08443449,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
9,Amnesia Lemon - 15 Seeds Feminized,0.73880187,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
10,10 Mendocino Madness Cannabis seeds (Not feminized),0.13931692,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
11,NORTHERN LIGHT FEMINIZED x 3 seeds,0.08021277,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
12,10 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.08443449,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
13,CBD Nordle - 15 Seeds Feminized,0.72537678,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
14,Holy Grail Kush - 18 Seeds Feminized,1.01321399,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
15,The White Kiwi F1 x 5 seeds  ***FREE POST***,0.06332587,,Australia,ozAgrade,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
16,Blue Cheese - 15 Seeds Feminized,0.75568877,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
17,Violator Kush - 15 Seeds Feminized,0.83590154,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
18,5 x Auto Seeds Fast Growing Ready In 3 Months (Lowryder2 + Hindu Kush Mix),0.08865622,,EU,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
19,Shoreline - 15 Seeds Feminized,0.60792839,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
20,The Ultimate - 15 Seeds Feminized,0.88656224,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
21,10 Seeds Sampler Pack (Non-Fem'd ♀♂),0.05277156,,Canada,galaxytreez,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
22,Barneys Farm Crimea Blue 5 female seeds Free Shipping,0.14776037,,UK,LorenzoRC,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
23,Crimea Blue - 15 Seeds Feminized,0.50660699,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
24,CBD Shark - 15 Seeds Feminized,0.72537678,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
25,DANCE WORLD (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.11229788,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
26,5 Autoflowering Cannabis Seeds Fast Growing Ready In 3 Months!,0.08865622,,EU,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
27,Santa Sativa - 15 Seeds Feminized,0.67547599,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
28,Purple LA - 15 Seeds Feminized,0.80212774,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
29,Purple Haze #1 - 15 Seeds Feminized,0.82150546,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
30,10 Seeds Blueberry Moonwalk (Non-Fem'd ♀♂),0.12665174,,Canada,galaxytreez,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
31,Big Buddha Cheese - 15 Seeds Feminized,0.80212774,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
32,"5 seeds of each of 9 strains, regular seeds",0.37995524,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
33,Caramel King Feminized x 3 seeds,0.05661333,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
34,EASY BUD (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.13446194,,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
35,50 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.33773799,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
36,10 Chocolate Chunk Cannabis seeds (Not feminized),0.16886899,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
37,CBD Skunk Haze - 15 Seeds Feminized,0.72537678,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
38,10 Seeds Chandon (Non-Fem'd ♀♂),0.21108624,,Canada,galaxytreez,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
39,Big Bud Feminized x 3 seeds,0.06096170,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
40,AK 47 feminized x 3 seeds,0.06142609,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
41,Kuchi - 15 Seeds Feminized,0.61404990,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
42,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.10849833,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
43,10 Seeds Chemo (Non-Fem'd ♀♂),0.12665174,,Canada,galaxytreez,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
44,Shark Shock CBD - 15 Seeds Feminized,0.75568877,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
45,Acapulco Gold - 15 Seeds Feminized,0.70924979,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
46,WHITE WIDOW FEMINIZED x 10 seeds,0.21741883,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
47,SnowLAnd - 15 Seeds Feminized,0.99632709,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
48,10 Seeds CBD Grapefruit (High CBD Non-Fem'd ♀♂),0.12665174,,Canada,galaxytreez,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
49,Pound of Haze F1 x 5 seeds  ***FREE POST***,0.06332587,,Australia,ozAgrade,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
50,ROADRUNNER AUTOFLOWERING 2 (DINAFEM) FEMINIZED x 3 seeds,0.09241356,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
51,Williams 60 Day Wonder Hybrid Feminized Autoflower Seeds,0.21108624,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-05-05
