,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,10 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.07632422,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
1,Brainstorm - 15 Seeds Feminized,0.39434183,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
2,10 regular seeds - Skunk Kush - pain relief,0.10176563,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
3,10 regular seeds Hindu Kush - land race from the Hindu Kush mountains,0.06360352,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
4,Shaman - 15 Seeds Feminized,0.33073830,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
5,Buddha Haze - 15 Seeds Feminized,0.42123339,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
6,Shoreline - 15 Seeds Feminized,0.36635628,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
7,Casey Jones - 15 Seeds Feminized,0.36635628,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
8,Williams 60 Day Wonder Hybrid Feminized Autoflower Seeds,0.12720704,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
9,15 Random WEED Seeds,0.02544140,,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
10,Buddha Tahoe - 15 Seeds Feminized,0.42123339,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
11,Acapulco Gold - 15 Seeds Feminized,0.42741566,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
12,10 regular seeds Hindu's Shiva: Hindu Kush crossed with Shiva Skunk,0.06360352,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
13,Qty#100 - Green House Seeds Auto Northern Lights,1.41199816,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
14,+ BLUE DREAM SEEDS +,0.07632422,,USA,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
15,10x Belladonna Quality Seeds by Paradise Seeds,0.06360352,,Germany,Mandala,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
16,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.08904492,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
17,40x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.08650078,,Austria,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
18,Bubble Cheese - 15 Seeds Feminized,0.49610746,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
19,12 x Lemon Skunk indoor seeds (F2),0.05597109,,Germany,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
20,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.05724316,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
21,Holy Grail Kush - 18 Seeds Feminized,0.61059380,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-25
