,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,Walther P22 22LR & 2 Mags,3.49156931,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
1,Walther PP for D.rugs,2.78000000,,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
2,Walther P22 22LR & 2 Mags,3.49156931,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
3,Walther PP lower for (only for T.),2.00000000,,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
4,Glock 26 gen 3 9mm & 2 mags,3.78253342,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
5,Weapons Shipping,0.37825334,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
6,Glock 22 3rd gen 40 cal & 2 mags,3.63705136,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
7,Glock 19 Gen 3 9mm & 2 Mags,3.78253342,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
8,Glock 26 Gen 3 9mm & 2 Mags,3.92801547,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
9,Glock 19 Gen 3 9mm & 2 Mags,3.92801547,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
10,Springield XD 9mm,2.18223082,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
11,45 Carbine,2.61867698,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
12,Pt.2 40 Cal Taurus Millineum w/2 Mags,1.30933849,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
13,9mm Glock 19 2nd or 3rd gen w/2mags pt1,1.16385643,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
14,9mm Glock 19 gen 2 or 3 w/2 mags pt2,2.47319493,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
15,Pt2 Walther P22  New condition w/2 Mags Limited Edition,2.18223082,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-10
