,name,price,from,to,vendor,cat_hash,cat,date
0,10 feminised seeds - Joint Doctor - Easy Ryder,0.42022564,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
1,10  feminised seeds -  Joint Doctor - Diesel Ryder,0.42022564,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
2,7 feminised seeds -Dutch Passion - AutoXtreme,0.31060156,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
3,10 feminised seeds -  Barneys Farm - Vanilla Kush,0.31060156,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
4,WHITE WIDOW FEMINIZED x 250 seeds,3.63129767,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
5,5 feminised seeds -Barneys Farm - Sweet Tooth,0.17357146,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
6,10 feminised seeds - Joint Doctor - Ogre,0.56182341,UK,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
7,10 feminised seeds - Barneys Farm - Tangerine Dream,0.31973690,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
8,10 feminised seeds -  Barneys Farm - Critical Kush,0.31060156,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
9,5 feminised seeds - Sensi Seeds -Jack Flash #5,0.28319554,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
10,10 regular seeds - Kaliman Seeds - Cheese Quattro,0.36541360,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
11,7 feminised seeds - Dutch Passion - AutoMazar,0.31060156,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
12,10 feminized seeds - Barneys Farm - Liberty Haze,0.31973690,EU,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
13,10 feminised seeds  Barneys Farm - Pineapple Chunk,0.28319554,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
14,10 regular seeds - Moscaseeds - Cinderella 99 BX-1,0.33800758,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
15,10 feminised seeds - Female Seeds - BubbleGummer,0.22838350,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
16,10 feminised seeds - Seedsman Original Skunk #1,0.22838350,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
17,22x Safari,0.22838350,Germany,EU,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
18,WHITE WIDOW FEMINIZED x 50 seeds,0.93180468,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
19,10 feminised seeds - Kannabia Seeds - Aphrodita,0.29689855,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
20,Bulk FEMINISED cannabis seeds 100 pieces. Choose your strain!,1.96409811,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
21,10 feminised seeds - GrassOmatic - Sugar Gom,0.38825195,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
22,10 feminised seeds -  GrassOmatic - Maxi GOM,0.33800758,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
23,7 feminised seeds -  Dutch Passion - Think Different,0.28319554,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
24,10 feminised seeds - GrassOmatic - HazeGom,0.41109030,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
25,10 feminised seeds - Joint Doctor - Lowryder #2,0.42022564,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
26,10 feminised seeds - GrassOmatic - MaxiHaze,0.41109030,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
27,Bulk REGULAR cannabis seeds 100 pieces. Choose your strain!,0.84045128,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
28,10 feminised seeds - Royal Queen Seeds - Amnesia Haze Automatic,0.39738729,Germany,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
29,6 feminised seeds - Joint Doctor - Easy Ryder,0.27406020,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
30,10 feminised seeds -  Barneys Farm - Blue Cheese,0.28319554,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
31,5 feminised seeds -GrassOmatic - Automatic AK-47,0.22838350,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
32,10 feminised seeds - Dutch Passion - Blue Velvet,0.42479331,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
33,10 regular - Kaliman Seeds - Cheese Tease,0.36541360,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
34,10 feminised seeds -Kannabia Seeds - BCN Diesel,0.27406020,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
35,Moby Dick #2 - 15 Seeds Feminized,0.57095875,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
36,10 feminised seeds - Barneys Farm - L.S.D.,0.33800758,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
37,OG Kush - 15 Seeds Feminized,0.86785730,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
38,10 feminised seeds - Acapulco Gold,0.28319554,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
39,10 feminised seeds - Power Africa,0.20554515,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
40,10 feminised seeds -Dutch Passion - AutoWhite Widow,0.34257525,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
41,10 regular seeds -Kaliman Seeds - Cheese #1,0.45676700,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
42,10 feminised seeds -  Joint Doctor - Chronic Ryder,0.42022564,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
43,10 feminised seeds - Joint Doctor - Purple Jems,0.56182341,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
44,20 feminised seeds - Sensi Seeds - MIX,0.39738729,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
45,10 regular seeds - Kaliman Seeds - Marley's Cheese,0.36541360,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
46,10 Cold Creek Kush Cannabis seeds (Not feminized),0.30603389,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
47,Amnesia x 3 feminized seeds,0.06645959,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
48,10 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.13703010,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
49,✌ Nirvana Hawaii Maui Waui ♀♂ Mixed  (10 seeds)   US DOMESTIC *NO CUSTOMS WORRY*,0.09135340,USA,,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
50,ICE (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.14159777,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
51,EASY BUD (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.19997259,,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
52,10 Chocolate Chunk Cannabis seeds (Not feminized),0.18270680,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
53,10x Belladonna Quality Seeds by Paradise Seeds,0.11419175,Germany,Worldwide,Mandala,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
54,10 PG-13 Cannabis seeds (Not feminized),0.18270680,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
55,10 regular seeds Hindu's Shiva: Hindu Kush crossed with Shiva Skunk,0.11419175,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
56,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 1 seed,0.04563102,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
57,8 Ball Kush - 15 Seeds Feminized,0.68515050,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
58,Big Buddha Cheese - 15 Seeds Feminized,0.86785730,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
59,Crimea Blue - 15 Seeds Feminized,0.54812040,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
60,10 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.13703010,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
61,SHINING SILVER HAZE (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.24779609,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
62,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 5 seeds,0.17352578,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
63,RED POISON AUTO (SWEET SEEDS) FEMINIZED x 3 seeds,0.15735623,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
64,WHITE WIDOW FEMINIZED x 15 seeds,0.35166491,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
65,Shark Shock CBD - 15 Seeds Feminized,0.81761293,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
66,Shaman - 15 Seeds Feminized,0.59379710,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
67,EASY BUD (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.14548029,,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
68,WHITE WIDOW FEMINIZED x 2 seeds ***PROMO PRICE - LIMITED TIME OFFER***,0.04334718,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
69,SnowLAnd - 15 Seeds Feminized,1.07797012,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
70,SPECIAL KUSH 1 (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.06618553,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
71,POWER FLOWER (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.14159777,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
72,50 Mixed Cannabis Seeds,0.26949253,USA,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
73,✌ Nirvana Black Jack ♀♂ Mixed  (10 seeds)   US DOMESTIC *NO CUSTOMS WORRY*,0.09135340,USA,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
74,CBD Yummy - 15 Seeds Feminized,0.78481706,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
75,High CBD Seeds (5 pk),0.45676700,USA,,HerbalHealer,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
76,✌ Nirvana ICE ♀♂ Mixed  (10 seeds)   US DOMESTIC *NO CUSTOMS WORRY*,0.09135340,USA,,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
77,10 Skunk XXX Cannabis seeds (Not feminized),0.11419175,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
78,5 Wreckage Cannabis seeds (Not feminized),0.11419175,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-11
