,name,price,from,to,vendor,cat_hash,cat,date
0,PROTECTING YOUR IDENTITY AND SECURITY ONLINE AND WHEN USING MOBILE PHONES,0.01238696,,,fake,JAmvyj8iBs,Information/eBooks,2014-05-31
1,AUTO-PILOT CopyPaste My $600Day System!,0.04777830,World,worldwide,DoctorHack,JAmvyj8iBs,Information/eBooks,2014-05-31
2,Exploit An Online Casino for Constant Cash !!,0.05839571,World,worldwide,DoctorHack,JAmvyj8iBs,Information/eBooks,2014-05-31
3,How to Be a People Magnet: Finding Friends and Lovers,0.00175187,Internet,Everywhere,captainkirk,JAmvyj8iBs,Information/eBooks,2014-05-31
4,10 Insider Secrets to a Winning Job Search,0.00175187,Internet,Everywhere,captainkirk,JAmvyj8iBs,Information/eBooks,2014-05-31
5,SHELTER BUNKERS EBOOKS,0.01769566,,,fake,JAmvyj8iBs,Information/eBooks,2014-05-31
6,How to Make Her Want Anal Sex + Anal Sex Guide,0.00353913,,,cyberzen,JAmvyj8iBs,Information/eBooks,2014-05-31
7,BlackHat CPA Method 1000$+ a day!,0.22650457,World,worldwide,DoctorHack,JAmvyj8iBs,Information/eBooks,2014-05-31
8,COUNTERFIT OPERATION,0.03008263,,,fake,JAmvyj8iBs,Information/eBooks,2014-05-31
9,The Encyclopedia of Addictive Drugs,0.02654350,World,,getro,JAmvyj8iBs,Information/eBooks,2014-05-31
10,Low Cost Web Traffic Surge !,0.03539133,World,,DoctorHack,JAmvyj8iBs,Information/eBooks,2014-05-31
11,The whistleblower’s handbook,0.00884783,,,fake,JAmvyj8iBs,Information/eBooks,2014-05-31
12,269 Amazing Sex Tips and Tricks for Him - only $1,0.00176956,,,Simple-Simon,JAmvyj8iBs,Information/eBooks,2014-05-31
13,Sabotage in the American Workplace,0.00884783,,,fake,JAmvyj8iBs,Information/eBooks,2014-05-31
14,Social Engineering: The Art of Human Hacking,0.02654350,,,getro,JAmvyj8iBs,Information/eBooks,2014-05-31
15,The Essential Underground Handbook,0.02654350,World,,getro,JAmvyj8iBs,Information/eBooks,2014-05-31
16,RICH DAD Focus FOREX,0.03000000,,,RichDadPoorDad,JAmvyj8iBs,Information/eBooks,2014-05-31
17,"The Popular Life - Make People Like, Respect, and Befriend You",0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
18,Cleansing the Doors of Perception: The Religious Significance of Entheogenic Plants and Chemicals,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
19,Storming Heaven: LSD and the American Dream,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
20,"How to Talk to Anyone, Anytime, Anywhere: The Secrets of Good Communication",0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
21,Otto Snow Complete Collection,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
22,The Road to Eleusis: Unveiling the Secret of the Mysteries,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
23,antipodes of the mind - charting the phenomenology of the ayahua,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
24,[SOCKS5 Finder] Proxy Scanner Proxy For Windows,0.01061740,,,cyberzen,JAmvyj8iBs,Information/eBooks,2014-05-31
25,Ketamine: Journeys into the bright world,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
26,PAYPAL Toolkit Pro 2014,0.01592610,,,fake,JAmvyj8iBs,Information/eBooks,2014-05-31
27,The Book: On the Taboo Against Knowing Who You Are,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
28,Satanic Bible Underground Edition,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
29,Hacking Windows XP (ExtremeTech),0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
30,Social Engineering: The Art of Human Hacking,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
31,Network Penetration Testing and Ethical Hacking,0.00884783,rland,,DrHouse,JAmvyj8iBs,Information/eBooks,2014-05-31
32,Designer Drugs Directory,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
33,Psychedelic Chemistry,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
34,How I Stole Someone's Identity,0.00884783,,,fake,JAmvyj8iBs,Information/eBooks,2014-05-31
35,Alexander Shulgin Book Collection,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
36,Essential Psychedelic Guide,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
37,The Heroin Diaries: A Year in the Life of a Shattered Rock Star,0.00884783,,,fake,JAmvyj8iBs,Information/eBooks,2014-05-31
38,Entheogen: Awakening the Divine Within Documentary,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
39,The Six-Figure Second Income: How To Start and Grow A Successful Online Business Without Quitting,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
40,Breaking Open the Head: A Psychedelic Journey,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
41,Men's Fitness Workout Manual - Your Guide To Building Muscle And Burning Fat,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
42,Ecstasy : The Complete Guide : A Comprehensive Look at the Risks and Benefits of MDMA,0.00265435,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-05-31
43,THE PRIVATE INVESTIGATOR HANDBOOK,0.00884783,,,fake,JAmvyj8iBs,Information/eBooks,2014-05-31
