,name,price,from,to,vendor,cat_hash,cat,date
0,International Super Stealth,0.04225471,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
1,Williams 60 Day Wonder Hybrid Feminized Autoflower Seeds,0.10563677,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
2,5 MK-Ultra Cannabis seeds (Not feminized),0.15845516,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
3,10 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.08450942,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
4,Qty#050 - Green House Seeds Auto Northern Lights,0.63382067,USA,,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
5,5 Dutchmen's Royal Orange Cannabis seeds (Not feminized),0.05915659,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
6,5 Cold Creek Kush Cannabis seeds (Not feminized),0.14155328,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
7,5 Early Skunk Cannabis seeds (Not feminized),0.06126933,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
8,Buddha Haze - 15 Seeds Feminized,0.34980562,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
9,CBD Yummy - 15 Seeds Feminized,0.36301022,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
10,Chernobyl X Da Purps regular seeds,0.10563677,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
11,3 x African free cannabis seeds,0.02746556,Netherlands,WorldwideexceptAustralia,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
12,CANNABIS SEED - Northern Lights #1 Regular,0.02110622,USA,usa,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
13,30x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.10331276,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
14,Smurfberry Hybrid Feminized Autoflower Seeds,0.10563677,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
15,50 x CHEESE AUTOMATIC (BULK SEEDS),0.53367700,EU,Worldwide,Gobotal,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
16,10x Belladonna Quality Seeds by Paradise Seeds,0.05281838,Germany,Worldwide,Mandala,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
17,5 Warlock Cannabis seeds (Not feminized),0.10563677,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
18,50 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.31691033,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
19,50 x AMNESIA HAZE (BULK SEEDS),0.51677512,EU,Worldwide,Gobotal,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
20,7 Random WEED Seeds,0.01373278,Australia,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
21,100 seeds ten varieties,0.59156595,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
22,5 A-Train Cannabis seeds (Not feminized),0.12253866,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
23,5 Milk Cannabis seeds (Not feminized),0.09084762,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
24,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.05281838,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
25,Shaman - 15 Seeds Feminized,0.27465562,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
26,Acapulco Gold - 15 Seeds Feminized,0.29740978,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
27,100x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.20873827,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
28,15 Random WEED Seeds,0.02112735,Australia,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
29,5 Biddy Early Cannabis seeds (Not feminized),0.06972027,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-05
30,Potassium chlorate 40g,0.02104111,EU,,TorChem,pbmKV0iowm,Weapons/Fireworks,2014-09-05
31,Suppressor Ready Walther P22 NO FE FULL ESCROW,1.64321659,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
32,JA 380 FULL ESCROW,4.10804149,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
33,PRICE DROP Taurus PT111 Millennium NO FE Full escrow,1.54051555,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
34,JA 22 Full ESCROW,4.10804149,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
35,Custom for Friendly,7.00000000,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
36,Suppressor + Mosquito package. NO FE. FULL ESCROW,5.54585601,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
37,submachine gun sa vz.61 Skorpion,6.70000000,EU,,Victor.But,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
38,AK47c NO FE FULL ESCROW,3.28643319,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
39,Suppressor Ready Sig Mosquito 22lr NO FE FULL ESCROW,1.95131970,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
40,Any Pistol YOU WANT full Escrow,5.13505186,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
41,suppressor's bajonet adapter for .22 rimfire pistols.,0.29000000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
42,Hidden Listing 4 Good Customer,5.13505186,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
43,Glock 17c FULL ESCROW,2.46482489,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
44,Custom for AARONABE,3.49183526,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
45,Juice Monkey,6.05936119,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
46,"[PRICE DROP]  Glock 26 gen3 + 2 magazines - NO FE, and FULL ESCROW!",2.36212385,USA,,32dxbv!vrwndid,RuXVKCci11,Weapons/Lethal firearms,2014-09-05
