,name,price,from,to,vendor,cat_hash,cat,date
0,10 regular seeds Northern Kush: Northern Lights crossed with Hindu Kush,0.12597631,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
1,✌ Nirvana Seeds White Widow ♀♂ Mixed (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.08398421,USA,,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
2,5 Autoflowering Cannabis Seeds Fast Growing Ready In 3 Months!,0.12597631,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
3,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.14697236,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
4,Purple Haze #1 - 15 Seeds Feminized,0.81712438,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
5,5x [Strawberry Amnesia x Blue Ox],0.23935500,Australia,,Prestige_Worldwide,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
6,Ultra Skunk - 15 Seeds Feminized,0.83144368,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
7,Smurfberry Hybrid Feminized Autoflower Seeds,0.20996052,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
8,WHITE WIDOW FEMINIZED x 2 seeds ***PROMO PRICE - LIMITED TIME OFFER***,0.03985050,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
9,Rollex OG Kush - 15 Seeds Feminized,0.88183421,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
10,Shoreline - 15 Seeds Feminized,0.60468631,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
11,10 regular seeds Hindu Kush - land race from the Hindu Kush mountains,0.10498026,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
12,50 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.33593684,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
13,5 regular seeds - Skunk Kush - pain relief,0.10498026,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
14,NORTHERN LIGHT FEMINIZED x 2 seeds ***PROMO PRICE-LIMITED TIME***,0.03959855,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
15,WHITE WIDOW FEMINIZED x 5 seeds,0.11006130,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
16,Qty#010 - Green House Seeds Auto Northern Lights,0.28344671,USA,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
17,10 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.08398421,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
18,WHITE WIDOW (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.14676240,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
19,10 regular seeds: Liberty Kush: Liberty Haze crossed with Hindu Kush,0.10498026,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
20,Vanilla Kush - 15 Seeds Feminized,0.83144368,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
21,100 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.62988158,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
22,Bubble Cheese - 15 Seeds Feminized,0.81884605,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
23,Qty#050 - Green House Seeds Auto Northern Lights,1.25976316,USA,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-29
