,name,price,from,to,vendor,cat_hash,cat,date
0,"Counterfeit $20 USA currency. $500 worth. 25 pre cut bills, Free shipping.",0.36571248,USA,,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-12
1,500 Counterfeit $20,5.24889496,USA,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-10-12
2,Sample Pack (2x $20),0.03933382,USA,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-10-12
3,Counterfeit $20 USA currency. Sample 1 note. Free shipping.,0.01710166,USA,,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-12
4,PAMP Suisse Counterfeit Gold (2.5 grams),0.07890444,USA,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-12
5,American Express Expert Traveler Kit,0.65772995,USA,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-12
6,1 Ounce Fine Gold Counterfeit Bar,0.78930751,USA,USA,zunidog,jVzNrGRBi0,Counterfeits/Money,2014-10-12
7,(10) Counterfeit $50 Supernote type Grade A,0.59198063,,,Ink,jVzNrGRBi0,Counterfeits/Money,2014-10-12
8,100 Counterfeit $20,1.31288149,USA,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-10-12
9,5 Counterfeit $20,0.07629972,USA,Worldwide,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-10-12
10,"Counterfeit $20 USA currency. $80 worth. 4 UNCUT bills, Free shipping.",0.05259419,USA,,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-12
11,Counterfeit $20 Bills ($5 per bill),0.05262050,USA,,Black_Label,jVzNrGRBi0,Counterfeits/Money,2014-10-12
12,10X American Express $20 Traveler Checks,0.05259419,USA,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-12
13,Custom HQ Passport Scan,0.23153020,Internet,,starlight,jVzNrGRBi0,Counterfeits/Money,2014-10-12
14,Fake Money,0.07890444,USA,,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-12
15,Counterfeit $20 USA currency. $5040 worth. 252 UNCUT bills.,2.62839402,USA,,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-12
16,Counterfeit $20 USA currency. $2000 worth. 100 precut bills Free shipping.,1.38128814,USA,,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-12
17,VISA $100 Traveler Checks,0.06574931,USA,,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-12
18,1893-S Morgan Dollar AU50 (Counterfeit),1.99944748,USA,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-12
19,1 Troy Ounce Counterfeit Gold,0.26297095,USA,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-12
20,American Express Travelers Checks (sampler pack),0.02628394,USA,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-12
21,6x American Express $50 Traveler Check,0.07890444,USA,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-12
22,Counterfeit $20 USA currency. $4000 worth. 200 precut bills Free shipping.,2.62839402,USA,,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-12
23,50 EURO COUNTERFEIT NOTES - 20 pcs,0.52620500,EU,,charliebrown1,jVzNrGRBi0,Counterfeits/Money,2014-10-12
24,Counterfeit $20 USA currency. $2400 worth. 120 UNCUT bills.,1.38128814,USA,USAONLY,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-12
25,50 Counterfeit $20,0.72353188,USA,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-10-12
26,50€uro CouterFeitsStock of 25 Notes,1.73647653,EU,,AmicoFriz,jVzNrGRBi0,Counterfeits/Money,2014-10-12
27,(100) $20 American Express Travelers Checks ($2k total),0.52617869,USA,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-12
28,PAMP Suisse Novelty Gold 5 grams bars,0.10521469,USA,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-12
29,"Counterfeit $20 USA currency. $200 worth. 10 pre cut bills, Free shipping.",0.15128394,USA,,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-12
30,(5) Grade A Counterfeit $100,0.59198063,USA,,Ink,jVzNrGRBi0,Counterfeits/Money,2014-10-12
31,custom noreiga,3.33500000,,,Ink,jVzNrGRBi0,Counterfeits/Money,2014-10-12
32,"5 Counterfeit $20USD bills worth $100. Free international shipping. FE REQUIRED,",0.07629972,USA,,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-12
33,***Counterfeit***$100 US Bank Note***New Printing Method***,0.09208587,USA,WorldWide,BenjaminButton,jVzNrGRBi0,Counterfeits/Money,2014-10-12
34,"Counterfit $20 USD, 1000$",1.05241001,USA,worldwide,cashmonay13,jVzNrGRBi0,Counterfeits/Money,2014-10-12
35,"Counterfit $20 USD, 500$ **LIMITED OFFER**",0.65775626,USA,worldwide,cashmonay13,jVzNrGRBi0,Counterfeits/Money,2014-10-12
36,High Quality Counterfeit Bills $500,0.52620500,,,top_vendor1,jVzNrGRBi0,Counterfeits/Money,2014-10-12
