,name,price,from,to,vendor,cat_hash,cat,date
0,Buddha Haze - 15 Seeds Feminized,0.51318848,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
1,15 Random WEED Seeds,0.03099525,Australia,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
2,10 Taste Bud Cannabis seeds (Not feminized),0.13327960,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
3,10 regular seeds - Widow Lights - White Widow X Northern Lights,0.09298577,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
4,5 Wreckage Cannabis seeds (Not feminized),0.07748814,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
5,Bubble Cheese - 15 Seeds Feminized,0.60440752,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
6,Skywalker - 15 Seeds Feminized,0.69739329,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
7,10 regular seeds: Liberty Kush: Liberty Haze crossed with Hindu Kush,0.09298577,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
8,11 Warlock Cannabis seeds (Not feminized),0.15497628,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
9,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.06199051,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
10,CBD Yummy - 15 Seeds Feminized,0.53256051,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
11,10 Burmese Kush Cannabis seeds (Not feminized),0.17977249,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
12,11 Kali Mist Cannabis seeds ( Not feminized),0.17047391,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
13,50 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.37194309,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
14,50 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.37194309,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
15,10 Jamaican OG Cannabis seeds (Not feminized),0.17977249,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
16,12 x Lemon Skunk indoor seeds (F2),0.06818956,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
17,Qty#010 - Green House Seeds Auto Northern Lights,0.20921798,USA,,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
18,Crimea Blue - 15 Seeds Feminized,0.37194309,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
19,50x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.12088150,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
20,Casey Jones - 15 Seeds Feminized,0.44633171,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
21,10 Dutchmen's Royal Orange Cannabis seeds (Not feminized),0.08678672,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
22,10  Dark Star Cannabis seeds (Not feminized),0.20766822,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
23,Holy Grail Kush - 18 Seeds Feminized,0.74388618,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
24,Williams 60 Day Wonder Hybrid Feminized Autoflower Seeds,0.15497628,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
25,10 regular seeds Hindu's Shiva: Hindu Kush crossed with Shiva Skunk,0.09298577,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
26,10 regular seeds - Skunk Kush - pain relief,0.09298577,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
27,Santa Sativa - 15 Seeds Feminized,0.32545020,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
28,40x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.10538387,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
29,Purple Haze - 15 Seeds Feminized,0.70579301,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
30,5 Autoflowering Cannabis Seeds Fast Growing Ready In 3 Months!,0.09298577,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
31,10 A-Train Cannabis seeds (Not feminized),0.17977249,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
32,10 Cold Creek Kush Cannabis seeds (Not feminized),0.20766822,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
33,Kuchi - 15 Seeds Feminized,0.45082602,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
34,CBD Shark - 15 Seeds Feminized,0.53256051,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
35,Qty#050 - Green House Seeds Auto Northern Lights,0.92985773,USA,,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
36,"5 Auto Flowering Cannabis Seeds FASTEST Growing, Ready In Just 3 Months!",0.09298577,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
37,5 x Auto Seeds Fast Growing Ready In 3 Months (Lowryder2 + Hindu Kush Mix),0.09298577,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-03
