,name,price,from,to,vendor,cat_hash,cat,date
0,50x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.14562500,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
1,10 regular seeds Northern Kush: Northern Lights crossed with Hindu Kush,0.08333333,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
2,10 regular seeds - Widow Lights - White Widow X Northern Lights,0.08333333,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
3,10 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.08333333,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
4,5 regular seeds - Skunk Kush - pain relief,0.06250000,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
5,12 x Lemon Skunk indoor seeds (F2),0.04583333,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
6,8 Ball Kush - 15 Seeds Feminized,0.26737500,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
7,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.05208333,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
8,Skywalker - 15 Seeds Feminized,0.46875000,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
9,100 Mixed Cannabis Seeds - Only $49,0.10208333,USA,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
10,Critical Kush - 15 Seeds Feminized,0.18541666,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
11,10 regular seeds Hindu's Shiva: Hindu Kush crossed with Shiva Skunk,0.06250000,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
12,15 Random WEED Seeds,0.02083333,Australia,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
13,40x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.12479166,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
14,Purple Haze #1 - 15 Seeds Feminized,0.40539583,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
15,CANNABIS SEED - CHEM DAWG,0.02081250,USA,USA,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
16,12 x k2 indoor seeds (F2),0.04375000,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
17,Blue Cheese - 15 Seeds Feminized,0.31041666,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
18,Acapulco Gold - 15 Seeds Feminized,0.29327083,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
19,CANNABIS SEED - ak-47,0.02081250,USA,usa,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
20,Kuchi - 15 Seeds Feminized,0.30302083,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
21,10x Belladonna Quality Seeds by Paradise Seeds,0.05208333,Germany,Worldwide,Mandala,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
22,Santa Sativa - 15 Seeds Feminized,0.21875000,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
23,Amnesia Lemon - 15 Seeds Feminized,0.31875000,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
24,"♔ 1,000 Opium Poppy Seeds - (Papaver Somniferum) ♔",0.20833333,USA,Worldwide,namedeclined,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
25,10 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.06250000,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
26,20 Mixed Cannabis Seeds - Only $14.95,0.03114583,USA,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
27,7 Random WEED Seeds,0.01354166,Australia,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
28,CANNABIS SEED mASTER KUSH REGULAR,0.09581250,USA,USA,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
29,Casey Jones - 15 Seeds Feminized,0.30000000,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
30,17 x Euforia,0.10416666,Germany,EU,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
31,10x Sleestack x Skunk Regular,0.05208333,Germany,EU,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
32,5 Pack Blue Dream Seeds(Feminized),0.22916666,USA,,fastseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
33,10x K2 x AK48,0.06250000,Germany,EU,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-15
