,name,price,from,to,vendor,cat_hash,cat,date
0,15 Gram BHO Honey Essential Oil Extractor- Experts Only!!!,0.21023804,USA,,optiman,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
1,♛♛♛RAW Wallet+Rolling Papers+Rolling Machine 79MM- MUST HAVE!! (US)♛♛♛,0.13882452,USA,Worldwide,optiman,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
2,Pipe Stainless Steel Cleaning Tool - The PERFECT CLEANER,0.04208974,USA,Worldwide,optiman,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
3,❤✪SALE✪❤ Smoke Odor Exterminator Jar Candle-  Cherry Pomegranate Sent- NEW!!!,0.09247946,USA,Worldwide,optiman,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
4,❤✪SALE✪❤ Smoke Odor Exterminator Jar Candle- Clothesline  Sent- NEW!!!,0.09247946,USA,Worldwide,optiman,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
5,Bob Marley Jumbo Size Curve Lighter With Bottle Opener- NEW!!!,0.06319780,USA,Worldwide,optiman,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
6,❤✪SALE✪❤Aromatherapy Digital Vaporizer -Zephyr-BRAND NEW!!,1.72736465,USA,Worldwide,optiman,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
7,Bacteriostatic Water (Bac),0.02106593,USA,,SupplyGuy,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
8,Smoke & Odor Eliminator Air Sanitizer -Citrus Ozium-LIMITED STOCK!,0.06736886,USA,Worldwide,optiman,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
9,Pharmy Tools - IV Tourniquet,0.00417105,Australia,,AUsTORe,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
10,❤✪SALE✪❤ Smoke Odor Exterminator Jar Candle- Bamboo Breeze Sent- NEW!!!,0.09247946,USA,Worldwide,optiman,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
11,Portable Heater For your BHO Dab Kit- NEW!!,0.12218243,USA,,optiman,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
12,Custom Listing  BIC+Stash,0.34548135,USA,,optiman,DkRTPKbZU1,Drug paraphernalia/Injecting equipment/Other,2015-05-15
13,Butyrfentanyl - 0.1g,0.63543166,China,,rc4me,uGLNlig9jR,Drugs/Opioids/Fentanyl,2015-05-15
