,name,price,from,to,vendor,cat_hash,cat,date
0,Glock 22 3rd gen 40 cal & 2 mags,3.10173697,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
1,Walther PP lower for (only for T.),2.00000000,,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
2,Beretta FS92 9mm & 2 mags,4.34243176,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
3,Glock 26 gen 3 9mm & 2 mags,3.22580645,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
4,Walther PP for D.rugs,2.78000000,,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
5,Glock 19 Gen 3 9mm & 2 Mags,3.22580645,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
6,Walther P22 22LR & 2 Mags,2.97766749,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
7,Weapons Shipping,0.24813895,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
8,1OZHigh Grade  Commercial,0.10545905,USA,,SamWalton,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
9,Pick a gun,0.62034739,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
10,Glock 20 10MM,1.98511166,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
11,Pt.1 Glock 17 9mm New Condition w/2 Mags,1.48883374,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
12,Pt2 Walther P22  New condition w/2 Mags Limited Edition,1.86104218,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
13,Ak 47,3.10173697,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
14,9mm Glock 19 2nd or 3rd gen w/2mags pt1,0.99255583,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
15,Custom for Abhorrent,1.36476426,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
16,Pt.2 Glock 17 9mm New Condition w/2 Mags,1.48883374,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
17,Part 1/3 XD 9MM,0.62034739,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
18,45 Carbine,2.23325062,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
19,9mm Glock 19 gen 2 or 3 w/2 mags pt2,2.10918114,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
20,Crosman 1377 Pneumatic .177 Cal,1.17866004,Australia,,Tranzcentral,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
21,Pt.2 40 Cal Taurus Millineum w/2 Mags,1.11662531,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
22,Springield XD 9mm,1.86104218,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-05
23,"How to Talk to Anyone, Anytime, Anywhere: The Secrets of Good Communication",0.00186567,,,blackhand,JAmvyj8iBs,Information/eBooks,2014-02-05
24,Step-by-Step Guide to Vanishing Without a Trace,0.00870646,,,fake,JAmvyj8iBs,Information/eBooks,2014-02-05
25,The Private Sea: LSD & the Search for God,0.00186567,,,blackhand,JAmvyj8iBs,Information/eBooks,2014-02-05
26,Anarchists Cookbook,0.00100000,,,KryptykOG,JAmvyj8iBs,Information/eBooks,2014-02-05
27,Complete Commander Keen Collection,0.00186567,,,blackhand,JAmvyj8iBs,Information/eBooks,2014-02-05
28,Techniques of the Professional Pickpocket,0.00100000,,,KryptykOG,JAmvyj8iBs,Information/eBooks,2014-02-05
29,How I Stole Someone's Identity,0.00621890,,,fake,JAmvyj8iBs,Information/eBooks,2014-02-05
30,Screw PayPal Toolkit Pro 2013,0.00746268,,,fake,JAmvyj8iBs,Information/eBooks,2014-02-05
31,The Do-it-Yourself Submachine Gun,0.00100000,,,KryptykOG,JAmvyj8iBs,Information/eBooks,2014-02-05
32,Toolkit Pro 2013 ALL The Secret Information,0.01865671,,,Massive,JAmvyj8iBs,Information/eBooks,2014-02-05
33,"CC Range List Amex,MC,Visa",0.00124378,,,passman,JAmvyj8iBs,Information/eBooks,2014-02-05
34,Storming Heaven: LSD and the American Dream,0.00186567,,,blackhand,JAmvyj8iBs,Information/eBooks,2014-02-05
35,GET ANYTHING FOR FREE FROM AMAZON AND DOUBLE YOUR MONEY,0.03482587,,,fake,JAmvyj8iBs,Information/eBooks,2014-02-05
36,BE A PERPETUAL TRAVELLER,0.00621890,,,fake,JAmvyj8iBs,Information/eBooks,2014-02-05
37,Body Language: How To Read Others' Thoughts By Their Gestures,0.00186567,,,blackhand,JAmvyj8iBs,Information/eBooks,2014-02-05
38,"COCAINE , THE COMPLETE CULTIVATION AND SYNTESIS OF",0.00995024,,,fake,JAmvyj8iBs,Information/eBooks,2014-02-05
39,Vin DiCarlo- The Red Pill Guide to Picking up Women,0.00186567,,,blackhand,JAmvyj8iBs,Information/eBooks,2014-02-05
40,How to make $40+ Daily with Autopilot,0.03109452,worldwide,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-02-05
41,Cashing out Bitcoin with Prepaid VISA Cards,0.03109452,worldwide,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-02-05
42,PGP Tutorial For Newbs (Gpg4Win),0.01865671,worldwide,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-02-05
43,Amphetamine sulphate easy to cook with OTC (Over the Counter Products) in German,0.03109452,worldwide,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-02-05
44,Be 100% anonymous,0.01865671,,,Massive,JAmvyj8iBs,Information/eBooks,2014-02-05
45,Guide to a New EBay Identity,0.00870646,,,fake,JAmvyj8iBs,Information/eBooks,2014-02-05
46,cc list cardable sites list,0.01865671,,,Massive,JAmvyj8iBs,Information/eBooks,2014-02-05
47,How to access I2P Side for Hidden Marketplaces,0.01865671,worldwide,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-02-05
48,"Smuggling, Caching And Hiding Ebook Collection",0.00621890,,,passman,JAmvyj8iBs,Information/eBooks,2014-02-05
49,THE PRIVATE INVESTIGATOR HANDBOOK,0.00621890,,,fake,JAmvyj8iBs,Information/eBooks,2014-02-05
50,eBay Method - 100% Working - NEW - Make Money From eBay FAST!,0.03109452,worldwide,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-02-05
51,"Gray Hat Hacking The Ethical Hackers Handbook, 3rd Edition",0.00186567,,,blackhand,JAmvyj8iBs,Information/eBooks,2014-02-05
52,The Great Big Narcotics Cookbook,0.03109452,worldwide,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-02-05
53,Psilocybin: Magic Mushroom Grower's Guide: A Handbook for Psilocybin Enthusiasts,0.00186567,,,blackhand,JAmvyj8iBs,Information/eBooks,2014-02-05
