,name,price,from,to,vendor,cat_hash,cat,date
0,Viper 1 (di blasio elio),0.03472222,WorldWide,,susples,pbmKV0iowm,Weapons/Fireworks,2014-02-23
1,Potassium chlorate 40g,0.01736111,,,TorChem,pbmKV0iowm,Weapons/Fireworks,2014-02-23
2,Shipping Ticket,0.08680555,,,cheqdropz,pbmKV0iowm,Weapons/Fireworks,2014-02-23
3,Glock 17 Gen 4,4.39266951,,,CherryFlavor_2,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
4,Glock 19 Gen 3 9mm & 2 Mags,4.74408307,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
5,Glock 19 Gen 3,4.21696273,,,CherryFlavor_2,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
6,Glock 30 compact .45,2.45813785,,,cheqdropz,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
7,Glock 19 Gen 3 9mm & 2 Mags,4.56837629,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
8,Walther P22 22LR & 2 Mags,4.21696273,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
9,Sawn Off Double Barrel 410 Shotgun,1.49350763,Australia,,AusHQ,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
10,Glock 22 3rd gen 40 cal & 2 mags,4.39266951,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
11,Walther PP for D.rugs,2.78000000,,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
12,Weapons Shipping,0.45683762,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
13,Walther P22 22LR & 2 Mags,4.21696273,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
14,Glock 26 Gen 3 9mm & 2 Mags,4.74408307,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
15,Scorpion full auto pistol,5.00764324,EU,,MaxMustermann,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
16,ME Magnum .22 caliber,1.14209407,EU,,MaxMustermann,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
17,Glock 26 gen 3 9mm & 2 mags,4.56837629,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
18,FEG high power semi automaitc pistol 9mm Luger,5.00764324,EU,,MaxMustermann,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
19,Ruger P-89/9mm Pistol - TRUSTED BMR SELLER/PROVEN 100% SUCCESS INTERNATIONAL SALES/FAST SHIPPING,4.21696273,"Europe,UK,Ireland,Poland,India",,PillfirePharmacy,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
20,Phosphorus Red Pure 100g,0.04392669,,,Sandoz1943,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
21,Weapons sale -AMMO ADD ON ONLY-50 rounds with other PFP gun purchase,0.26356017,"Europe,UK,Ireland,India",,PillfirePharmacy,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
22,Erma KGP 69e .22lr pistol,1.14209407,EU,,MaxMustermann,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
23,Kaliumcyanid Potassium Cyanide 900g,1.56379034,,,TorChem,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
24,Pt.2 40 Cal Taurus Millineum w/2 Mags,1.58136102,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
25,NEW Smith & Wesson SW40VE Semi-Auto Pistol - LEGIT HONEST BMR SELLER/100% DELIVERY SUCCESS,4.91978985,"Europe,UK,India,France,Ireland",,PillfirePharmacy,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
26,Part 1/3 XD 9MM,0.87853390,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
27,Custom for Abh,1.93277458,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
28,Pt2 Walther P22  New condition w/2 Mags Limited Edition,2.63560170,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
29,Hi point CF380,2.45989492,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
30,Custom for BakerB,0.87853390,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
31,Slide for Glock 19,3.51413561,EU,,Lenin_Cat,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
32,Glock 27 part 1/3,1.11573805,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
33,Raven MP- .25 Caliber,1.61650238,,,CherryFlavor_2,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
34,9mm Glock 19 2nd or 3rd gen w/2mags pt1,1.40565424,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
35,Glock 17 Gen 4 Two Tone,3.86554917,,,CherryFlavor_2,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
36,Pt.2 Glock 17 9mm New Condition w/2 Mags,2.10848136,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
37,FREE 1/2 OZ with 1 OZ Purchase,0.17570678,USA,,SamWalton,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
38,Any Gun you want,0.45683762,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
39,9mm Glock 19 gen 2 or 3 w/2 mags pt2,2.98701526,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
40,taurus pt709  9mm,2.63560170,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
41,Pt.1 Glock 17 9mm New Condition w/2 Mags,2.10848136,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
42,Slide for Glock 17,3.51413561,EU,,Lenin_Cat,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
43,Walther PP clone/Full Escrow,4.39266951,,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-02-23
44,How to earn Bitcoins without Infections !!!,0.01750455,worldwide,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-02-23
