,name,price,from,to,vendor,cat_hash,cat,date
0,Potassium chlorate 40g,0.01946964,EU,,TorChem,pbmKV0iowm,Weapons/Fireworks,2014-08-30
1,Suppressor Ready Sig Mosquito 22lr NO FE FULL ESCROW,1.86695489,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
2,Glock 17c FULL ESCROW,2.35825881,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
3,Keltec PF9 9mm NO FE. Full Escrow,1.86695489,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
4,Weapon Stealth and Express Shipping Fee.,0.58956470,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
5,Suppressor + Mosquito package. NO FE. FULL ESCROW,5.30608234,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
6,Juice Monkey,5.79738626,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
7,Any Pistol YOU WANT full Escrow,4.91303920,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
8,Custom for Friendly,7.00000000,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
9,PRICE DROP Taurus PT111 Millennium NO FE Full escrow,1.47391176,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
10,AK47c NO FE FULL ESCROW,3.14434509,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
11,Versatile Rifle Package NO FE FULL ESCROW,5.79738626,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
12,Suppressor Ready Walther P22 NO FE FULL ESCROW,1.57217254,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
13,Jimenez 9MM FULL ESCROW,3.63564901,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
14,Any Glock You Want FULL ESCROW,4.91303920,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
15,JA 380 FULL ESCROW,3.93043136,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
16,2 Glock 19's Full Escrow,8.64694900,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
17,submachine gun sa vz.61 Skorpion,6.70000000,EU,,Victor.But,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
18,Hidden Listing 4 Good Customer,4.91303920,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
19,Custom for AARONABE,3.34086666,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
20,"[PRICE DROP]  Glock 26 gen3 + 2 magazines - NO FE, and FULL ESCROW!",2.25999803,USA,,32dxbv!vrwndid,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
21,JA 22 Full ESCROW,3.93043136,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
22,Reducteur silenceur 22LR rimfire,0.31050000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
23,Price Drop!!!! 9mm Jimenez Arms,0.73695588,USA,,cheqdropz,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
24,suppressor's bajonet adapter for .22 rimfire pistols.,0.29000000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
25,2.5 Cocaine 85%+ $85/g,0.43234745,USA,Worldwide,SamWalton,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
26,9mm conversion barrel for glock 27/33,0.52864301,Sweden,,sweshroom,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
27,custom flight booking,1.55252038,,,livinglarge,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
28,Frame for Glock 26,2.55478038,EU,EU,Lenin_Cat,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
29,Ruger P95,3.14434509,,,CherryFlavor_2,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
30,Glock 17 Gen 2,2.94782352,USA,,NW.Direct,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
31,Custom for W1n0a,0.63869509,World,,cheqdropz,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
32,FREE 1/2 OZ with 1 OZ Purchase,0.19652156,USA,USA,SamWalton,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
33,"Walther PP 7.65 mm, Full Escrow",3.82037928,,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
34,**** 900g,1.74904195,EU,,TorChem,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
35,M4 Carbine,12.97042350,,,CherryFlavor_2,RuXVKCci11,Weapons/Lethal firearms,2014-08-30
36,Inviting Codes for Marketplaces,0.00974791,rland,everywhere,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
37,Amphetamine synthesis from bitter almond oil,0.02924375,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
38,How to access I2P Side for Hidden Marketplaces,0.01559667,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
39,How to make $50 A DAY with CPC,0.03899167,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
40,The Great Big Narcotics Cookbook,0.01949583,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
41,MEGA CARDING COLLECTON OF 63 TUTORIALS WORTH 100$,0.06823543,rland,everywhere,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
42,40 unique ways to make money online,0.01364708,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
43,Psychic seduction,0.00974791,rland,,Hackyboy,JAmvyj8iBs,Information/eBooks,2014-08-30
44,Earn 3$ every 15 minutes on Autopilot!,0.03899167,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
45,How do profit illegal from Bitcoins,0.01559667,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
46,How I have made 100's of dollars over a week,0.03899167,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
47,$ 500 EVERY DAY WITH FACEBOOK FAN PAGES,0.01949583,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
48,How to make $40+ Daily with Autopilot,0.03899167,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
49,Arsenal of Improofed Weapons,0.00779833,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
50,The Anarchist Cookbook by William Powell + version 2000,0.02534458,rland,everywhere,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
51,The Anarchist Cookbook by William Powell,0.02534458,rland,everywhere,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
52,Drug Smugglers on Drug Smuggling: Lessons from the Inside,0.02534458,rland,everywhere,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
53,1 STEALTH PAYPAL ACCOUNT CREATION GUIDE AND HOW TO WITHDRAW,0.01949583,,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
54,Big List of Onion Sites,0.01364708,rland,everywhere,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
55,Cashing out Bitcoin with Prepaid VISA Cards,0.03899167,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
56,Amphetamine sulphate easy to cook with OTC (Over the Counter Products) in German,0.02924375,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
57,"Buy Bitcoins With Paypal, Paysafe, Credit- Debit C",0.03899167,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
58,Haschisch Lexikon german,0.01559667,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
59,eBay Method - 100% Working - NEW - Make Money From eBay FAST!,0.03899167,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
60,80 ways to make money online,0.01949583,worldwide,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
61,How to earn Bitcoins without Infections !!!,0.01949583,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-30
62,"Acid Dreams: The Complete Social History of LSD: The CIA, the Sixties, and Beyond",0.00193008,Internet,Everywhere,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-30
63,Alien Mind: The Thought and Behavior of Extraterrestrials,0.00193008,Internet,Everywhere,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-30
64,Paypal Money Cleaner Method,0.01290000,,,space100...,JAmvyj8iBs,Information/eBooks,2014-08-30
65,Magic Mushroom Grower's Guide 1976,0.00584875,USA,Worldwide,optiman,JAmvyj8iBs,Information/eBooks,2014-08-30
66,Hagakure: The Book of the Samurai,0.00193008,Internet,Everywhere,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-30
