,name,price,from,to,vendor,cat_hash,cat,date
0,5 Dark Star Cannabis seeds (Not feminized),0.15257440,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-05-05
1,10 regular seeds - Skunk Kush - pain relief,0.09108919,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-05-05
2,Big Buddha Cheese - 15 Seeds Feminized,0.37704096,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-05-05
3,Chernobyl X Da Purps regular seeds,0.11386149,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-05-05
4,5 Skunkage Cannabis seeds (Not feminized),0.07514858,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-05-05
5,5 Jamaican OG Cannabis seeds (Not feminized),0.13207933,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-05-05
6,10x CANNABIS SEEDS FOX TAIL LANDRACE,0.02277229,World,World,silverapples,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-05-05
7,5 regular seeds - AK47 Automatic - autoflowering sativa dominant,0.11386149,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-05-05
8,"Natural Cannabis seeds,50 seeds.",0.14000000,World,,toysoldiers,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-05-05
9,3 Enemy Of The State Cannabis seeds ( Feminized),0.10247534,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-05-05
10,Purple Haze - 15 Seeds Feminized,0.51854803,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-05-05
11,Brainstorm - 15 Seeds Feminized,0.27326759,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-05-05
